"RSN","YEAR","Region","M","Dip","Rake","Ztor","Zhyp","Rjb","Rrup","Rx","Vs30","Z25","Z10","W","Fnm","Frv","A1100","LUF","HUF","T10p000","T07p500","T05p000","T04p000","T03p000","T02p000","T01p500","T01p000","T00p750","T00p500","T00p400","T00p300","T00p250","T00p200","T00p150","T00p100","T00p075","T00p050","EQID","SSN"
14024,2006,1,3.7,89,-175,11.1211,11.554,28.66,30.76,23.84,238.7,0.842,0.1464,0.9,0,0,0.0013,0.8875,40,NA,NA,NA,NA,NA,NA,NA,-1.85951029102694,-0.782121212106953,-0.492575272594747,-1.11089452441559,-0.981370698989966,-0.456844805489476,-0.706278447629776,-0.932056179245526,-1.28022632181952,-0.837858972642596,-0.334331602168346,1079,100388
14025,2006,1,3.7,89,-175,11.1211,11.554,38.31,39.91,32.12,344.8,0.8796,0.1026,0.9,0,0,8e-04,0.55,101,NA,NA,NA,NA,NA,NA,0.0230576310692214,0.305812977069495,0.567496767620355,-0.170079519722252,-0.319436867632689,-0.00916438361050176,-0.203010348364955,-0.149374743007174,-0.404023018404851,-0.226572401010108,-0.551026137277631,-0.907486157327874,1079,1194
14026,2006,1,3.7,89,-175,11.1211,11.554,35.93,37.63,34.98,344.9,0.8494,0.1245,0.9,0,0,9e-04,0.6,24.8,NA,NA,NA,NA,NA,NA,1.45379485942918,1.75644144370956,1.43454565505379,0.324928297852539,0.195224601839989,0.995684498787048,0.919566823033449,0.34576067388892,-0.824333039511416,-0.860619239792413,0.207234686286807,-1.6067450056706,1079,100362
14027,2006,1,3.7,89,-175,11.1211,11.554,51.59,52.78,16.36,357.3,3.3442,0.594,0.9,0,0,5e-04,0.6,27.2,NA,NA,NA,NA,NA,NA,0.438421294229208,0.618568852339479,0.373990572084725,-0.358969774987807,-0.437150328555049,-0.692840791634868,-1.57192643466274,-1.09485626498341,-1.50728865136542,-1.44011358900112,-1.60420898159255,-1.73619552454947,1079,100311
14028,2006,1,3.7,89,-175,11.1211,11.554,59.77,60.81,33.53,365.8,3.0681,0.5652,0.9,0,0,4e-04,0.6875,28,NA,NA,NA,NA,NA,NA,NA,0.421023140337184,-0.10256601176634,-0.359506703051876,0.12970677675596,0.193561881686668,-0.669841218736135,-0.905798541188297,-0.891373780282628,-1.11933451844352,-1.43758575069645,-0.879207520917777,1079,100017
14029,2006,1,3.7,89,-175,11.1211,11.554,38.94,40.52,36.81,407.1,1.146,0.4922,0.9,0,0,8e-04,0.45,40,NA,NA,NA,NA,NA,0.251598440916691,0.564833158639624,1.54533995650893,1.12137563198188,1.3723906093888,1.3172336360907,1.34297271856216,1.39643809301694,1.62043225135839,0.841658947190128,1.07880107245883,1.49037729848775,1.09514172150769,1079,100019
14030,2006,1,3.7,89,-175,11.1211,11.554,30.33,32.3,-3.36,462.7,3.3982,0.6005,0.9,0,0,0.0012,0.55,40,NA,NA,NA,NA,NA,NA,0.974766396375673,0.249349466003132,0.254765858628328,-0.649484761263867,-0.721478825098282,-0.127289589181828,-1.32951083793557,-0.969415549350071,-1.03038261126216,-1.3829885848242,-1.16567079443387,-2.27740027455431,1079,100021
14031,2006,1,3.7,89,-175,11.1211,11.554,33.14,34.97,30.59,407.6,0.8811,0,0.9,0,0,0.001,0.8,40,NA,NA,NA,NA,NA,NA,NA,-0.241555363985432,-0.837837483247606,-0.36928497580084,-0.0749779947868703,0.737401161950659,1.12027053591989,0.800071977767288,0.927372291498681,1.61761751744386,1.94542241720311,1.17400136534244,1079,100023
14032,2006,1,3.7,89,-175,11.1211,11.554,19.24,22.24,14.49,258.1,0.842,0.1464,0.9,0,0,0.0022,0.5125,38.4,NA,NA,NA,NA,NA,NA,1.26775318515955,-1.05767799427558,-0.20515480804986,-0.445349791379057,-0.725238433979605,-1.10471561974835,-0.784978451186936,-1.63359045268565,-1.1855990786816,-1.01228586524499,-0.561643035161248,-0.858489876729413,1079,100024
14033,2006,1,3.7,89,-175,11.1211,11.554,17.87,21.06,12.35,354.8,0.8569,0.1538,0.9,0,0,0.0024,0.4375,38.4,NA,NA,NA,NA,NA,-0.0393047332873131,1.46408027405141,0.666905880543631,-0.307013095114026,-0.362095361771472,-0.539779346319516,-0.12104989068464,-1.26151875537793,-2.19637251415586,-1.34352223358259,-1.32221406295849,-0.9764611326649,-0.840491867189007,1079,100389
14034,2006,1,3.7,89,-175,11.1211,11.554,34.33,36.1,31.15,387.2,0.8735,0,0.9,0,0,0.001,0.775,39.2,NA,NA,NA,NA,NA,NA,NA,-0.927931530911893,-0.355968739058543,-0.749359132819015,-0.876589704083305,-1.32820094937313,0.164074131646242,0.129296773194088,0.211858069847425,0.317378622556324,0.363599262440591,-0.726390713587511,1079,100026
14035,2006,1,3.7,89,-175,11.1211,11.554,20.1,22.98,10.89,361.4,0.8647,0.1172,0.9,0,0,0.0021,0.5375,39.2,NA,NA,NA,NA,NA,NA,0.18449537139149,0.987386610572718,0.745279282265829,-0.163478144913206,-0.605949716064741,-0.729008764189359,-1.38144242673494,-1.09469516600876,-0.890142896647998,-1.19407176446225,-1.2350364024212,-1.71220324341267,1079,100029
14036,2006,1,3.7,89,-175,11.1211,11.554,16.61,19.99,8.36,414.8,0.8736,0.022,0.9,0,0,0.0027,0.425,38.4,NA,NA,NA,NA,NA,0.0625760540543716,-1.16883883510052,0.00787871887223623,-0.0782411116515984,-0.756304546193146,-0.177707676718173,-0.0728247268717954,-0.314744669394665,-0.281145541533457,-1.15302600522433,-0.423034138726736,-0.735014380175011,-0.44736726206418,1079,100030
14037,2006,1,3.7,89,-175,11.1211,11.554,49.19,50.44,28.89,348.7,1.1213,0.5717,0.9,0,0,5e-04,0.6625,18.4,NA,NA,NA,NA,NA,NA,0.521378031319145,0.394095654164049,-0.239584001789567,-0.835736411898932,-0.212834290191957,-0.591987572700244,-0.437130280843171,-0.834054903484363,-1.02623276418102,-1.15571381180639,-1.55089907540983,NA,1079,100032
14038,2006,1,3.7,89,-175,11.1211,11.554,15.46,19.05,15.06,261.9,0.842,0.593,0.9,0,0,0.0029,0.2625,22.4,NA,NA,NA,NA,1.69485278790729,1.46503216165299,1.00830013899663,1.08779509613568,0.83555092712993,0.921332719465976,1.34079177348278,1.60279178600099,1.20023201606854,0.625392771475157,-0.49354317493221,-1.64394715938723,-1.79830146903866,-2.2852355464439,1079,100414
14039,2006,1,3.7,89,-175,11.1211,11.554,28.08,30.21,-10.42,284.4,3.3317,0.581,0.9,0,0,0.0013,0.5125,21.6,NA,NA,NA,NA,NA,NA,1.64030336428239,1.43885285819054,1.23177733926753,-0.586541647303706,0.260703957280615,-0.615348574082317,-0.177279865393665,-0.818513835986979,-0.404604298539086,-1.88945738200603,-2.20088238961599,-2.11083036701718,1079,100038
14040,2006,1,3.7,89,-175,11.1211,11.554,11.34,15.9,11.24,274.3,0.8721,0.1979,0.9,0,0,0.0039,0.3875,40,NA,NA,NA,NA,NA,1.14836223593325,1.05573508804821,0.544182543677932,0.196067791627959,0.435952854852038,0.269973926115261,0.165903985376382,0.796691057102359,0.785367512840782,0.524803011294097,0.0984241816483369,-0.122591262380805,0.152483377003524,1079,100039
14041,2006,1,3.7,89,-175,11.1211,11.554,9.09,14.36,-8.2,378.5,3.3773,0.5727,0.9,0,0,0.0047,0.3625,40,NA,NA,NA,NA,NA,0.428359695095095,1.2483253588886,1.11192511117637,0.65619476071437,0.0186470404645309,0.126138085393368,0.834164323261114,0.936117085626682,0.0310101285121753,0.163080131100706,-0.84536203501543,-1.46839232035149,-0.92173535499705,1079,100040
14042,2006,1,3.7,89,-175,11.1211,11.554,19.31,22.28,-19.1,518.9,2.7202,0.3161,0.9,0,0,0.0022,0.45,40,NA,NA,NA,NA,NA,0.857066984216461,0.813863219302238,0.078741164446134,0.401795187655035,-0.507067814840591,-0.905581447815543,0.477959578239956,0.497756814278957,-0.137047048287821,-1.39520247409194,-0.822576653821942,-1.07100471868735,-1.16783151368444,1079,100041
14045,2006,1,3.7,89,-175,11.1211,11.554,13.89,17.79,-2.73,490.2,3.361,0.5836,0.9,0,0,0.0033,0.45,30.4,NA,NA,NA,NA,NA,0.116474181199623,0.948668592202722,1.18668851291704,0.122954049811584,0.172791989986821,-0.848061035922495,-1.70431085539915,-2.49542676596083,-0.702881817309379,-1.7513125022797,-1.3806495678414,-1.38564815567664,-1.69708898496327,1079,100538
14046,2006,1,3.7,89,-175,11.1211,11.554,17.91,21.08,7.81,410.5,0.9038,0.0808,0.9,0,0,0.0024,0.4375,101,NA,NA,NA,NA,NA,0.0206757172472987,-2.56037786529255,-1.43471160630814,-0.988831120943869,-1.40776507198039,-0.864424227944088,-2.23624622665525,-2.11224782311424,-1.87146505812466,-1.76496487024163,-2.23858574197674,-1.6753906362914,-1.82461299026929,1079,100207
14048,2006,1,3.7,89,-175,11.1211,11.554,31.12,33.06,19.69,613.1,0.8811,0.0808,0.9,0,0,0.0011,0.8375,101,NA,NA,NA,NA,NA,NA,NA,0.305006514135822,0.0815546217387144,-0.131591391865934,0.410692040365525,0.204743789485121,0.0989579465940587,0.238702030618828,0.0475308366844658,-0.0430180476397588,-0.254992100562401,-0.253283020229055,1079,100312
14049,2006,1,3.7,89,-175,11.1211,11.554,45.89,47.22,8.05,519,0.9085,0.0074,0.9,0,0,6e-04,0.55,37.6,NA,NA,NA,NA,NA,NA,0.503694622674734,0.586974262621997,-0.160743559658904,-0.65369259915445,-0.766381988894045,-1.01845703104352,-1.23861326747303,-1.55722564615741,-1.29288543497109,-1.68686564227497,-2.00397931399363,-1.99446517522843,1079,100048
14050,2006,1,3.7,89,-175,11.1211,11.554,32.18,34.04,-19.71,552.6,3.5017,0.3465,0.9,0,0,0.0011,0.6,38.4,NA,NA,NA,NA,NA,NA,0.938172118419446,0.886873007673577,0.865400985788407,0.958888485872673,0.214784782173689,0.293550633455128,-0.515740899132975,0.19351721908075,0.300459480582331,-0.0149840424780141,-0.543458246390136,0.579947874937877,1079,100049
14051,2006,1,3.7,89,-175,11.1211,11.554,22.19,24.82,-10.05,391.8,3.3737,0.5967,0.9,0,0,0.0019,0.475,39.2,NA,NA,NA,NA,NA,0.828013912414633,1.45975333906997,1.52713203122754,1.45425797106591,1.04631813313965,0.681908168815218,0.429482271215532,-0.0376405171870839,0.600642032514799,0.373168342467638,-0.86174814851246,-1.27104941452324,-0.907297150200669,1079,100050
14052,2006,1,3.7,89,-175,11.1211,11.554,54.76,55.88,11.58,471,2.437,0.3121,0.9,0,0,4e-04,0.6375,20.8,NA,NA,NA,NA,NA,NA,0.250062563979469,0.932073997830614,0.390137602502241,0.650417657645228,0.0421846720491068,-1.00772902320141,-1.29875212881605,-1.6550469888453,-1.16619404354124,-1.29335984281874,-1.2465702434578,-1.64030959056377,1079,100051
14053,2006,1,3.7,89,-175,11.1211,11.554,7.41,13.37,4.72,501.3,3.4738,0.303,0.9,0,0,0.0052,0.4,101,NA,NA,NA,NA,NA,0.758258768706195,0.229353322460916,0.797690644948947,0.883949116419989,1.28425456650178,1.21402423623038,1.33815456259765,1.1530298695353,0.460827039900626,0.653036916310405,0.762729733309127,0.675590076390625,-0.00351956655718233,1079,100052
14054,2006,1,3.7,89,-175,11.1211,11.554,23.25,25.77,-17.99,507.4,3.542,0.3377,0.9,0,0,0.0018,0.55,39.2,NA,NA,NA,NA,NA,NA,1.27507673455174,0.453899660977912,0.749823605709333,-0.121360073080243,0.215737571102293,0.911564184022887,2.06907810420871,0.84399996638709,0.119839089174503,-0.698075530102372,-0.591329064898314,-0.469495479843502,1079,100346
14055,2006,1,3.7,89,-175,11.1211,11.554,8.9,14.25,-8.9,480.8,3.3694,0.5689,0.9,0,0,0.0047,0.3,40,NA,NA,NA,NA,1.49170479025282,1.81396276475503,1.87993181971905,1.48277219876002,1.05335864591211,0.258032935738727,0.410303621618389,0.451775173706093,0.938122731492427,0.507782704471931,-0.686342503858032,-0.302565422299223,-0.602513886413997,-1.51305044657487,1079,100131
14056,2006,1,3.7,89,-175,11.1211,11.554,18.47,21.56,-18.47,652.3,0.881,0.3257,0.9,0,0,0.0023,0.525,40,NA,NA,NA,NA,NA,NA,0.783127822096651,1.28450987998112,1.50411547360566,0.587572972312905,-0.000877631850063842,0.209424821666099,1.17195801563935,0.345772866657649,-0.406245572774997,0.465669978402532,-0.413225620102933,-1.3169914998583,1079,100378
14057,2006,1,3.7,89,-175,11.1211,11.554,24.62,27.02,-19.61,422,3.4685,0.5891,0.9,0,0,0.0017,0.35,37.6,NA,NA,NA,NA,NA,1.11244672508831,1.32115557170251,0.79562816876795,0.918348653065285,0.153715969364683,0.0674761063050493,-0.263617670729431,-0.0173115907678945,-0.116517413064365,-0.5578372368805,-1.2140020255407,-1.67249678367501,-1.31202261129896,1079,100449
14061,2006,1,3.7,89,-175,11.1211,11.554,56.69,57.79,51.87,385.5,3.3237,0.4486,0.9,0,0,4e-04,0.4625,38.4,NA,NA,NA,NA,NA,0.466149906097925,0.99847200416759,1.17390051772429,1.3370498523271,2.55256665611044,1.13940929263261,0.507381243201772,1.06386667216847,1.44914422223427,0.856804616740993,0.419201282933482,0.0416803817606315,-0.503425680945313,1079,100057
14062,2006,1,3.7,89,-175,11.1211,11.554,54.59,55.72,41.22,584,0.82,0,0.9,0,0,4e-04,0.9375,39.2,NA,NA,NA,NA,NA,NA,NA,0.0859069216044563,0.487706575184854,-0.46736238595885,0.118579430929522,-0.792572570362674,-0.951664640437413,-0.462469393609208,-0.708042640072708,-0.573029285170902,-0.642385366718829,-0.690684904946867,1079,100058
14063,2006,1,3.7,89,-175,11.1211,11.554,70.53,71.41,42.42,560.6,3.3716,0.4456,0.9,0,0,3e-04,0.6625,37.6,NA,NA,NA,NA,NA,NA,0.669455867214085,0.872301820135304,0.924920130608937,0.651872078802386,1.41128025792834,1.39974906590921,1.25815753022922,1.02990957119655,-0.263093108119003,0.836165563643631,-0.0753376932287857,-0.731123121425766,1079,100059
14064,2006,1,3.7,89,-175,11.1211,11.554,50.58,51.8,40.61,437,0.7836,0,0.9,0,0,5e-04,0.8875,40,NA,NA,NA,NA,NA,NA,NA,-0.64018628965877,-0.00810230040889337,-0.131308014556303,-0.0645361584603279,-0.099142194980022,-0.283576234215873,-0.965366545700224,-0.398717751315729,-0.21611434233311,-0.699954920928626,-0.492759707157804,1079,100061
14065,2006,1,3.7,89,-175,11.1211,11.554,47.07,48.38,47.06,719.5,0.6945,0.1921,0.9,0,0,6e-04,0.85,40,NA,NA,NA,NA,NA,NA,NA,0.349166009301282,0.42801407936156,0.0359852783828334,0.900918189932268,0.813692132034972,0.747858565517271,1.12114137732014,0.53274084408304,1.18997739645964,1.77943444410095,1.93171277838317,1079,100062
14066,2006,1,3.7,89,-175,11.1211,11.554,66.32,67.26,50.08,504.3,1.041,0.1181,0.9,0,0,3e-04,0.5,37.6,NA,NA,NA,NA,NA,1.03649097252777,1.28154742463146,1.74960299818117,1.54747822214683,1.23082725847353,1.3403351579493,0.649251648925569,0.577127443489047,0.329782734657758,0.119689594395547,-0.0582517616328921,0.162545622961243,-0.869160806231928,1079,100063
14067,2006,1,3.7,89,-175,11.1211,11.554,67.03,67.96,37.66,691,0.7925,0,0.9,0,0,3e-04,1.0375,38.4,NA,NA,NA,NA,NA,NA,NA,NA,0.65561834451484,0.153839245901505,0.811266066271454,0.104259287149565,0.0369212127899452,-0.322930987802003,-0.00142007929568244,0.701550856188465,-0.0785208882125641,0.0590412589126039,1079,100068
14068,2006,1,3.7,89,-175,11.1211,11.554,78.08,78.87,25.18,477,0.7988,0,0.9,0,0,2e-04,1.05,20,NA,NA,NA,NA,NA,NA,NA,NA,0.96076745797555,0.596200274488062,0.81545514002346,0.463358289086525,0.371862534377346,0.226371364040167,-0.316129751292634,-0.409967181410027,-0.0905570278220811,-1.2985503367958,1079,100064
14069,2006,1,3.7,89,-175,11.1211,11.554,40.22,41.75,39.28,635.2,0.7961,0.4939,0.9,0,0,7e-04,0.6375,38.4,NA,NA,NA,NA,NA,NA,0.112070120204811,0.555342155981208,0.927127929150726,0.410406702788583,0.340604313512479,0.561502316516217,0.613135118801388,0.325075666967498,-0.780549228013243,0.44577128193802,0.278752584428071,0.389548028464334,1079,100065
14070,2006,1,3.7,89,-175,11.1211,11.554,60.76,61.78,48.69,429,3.3444,0.443,0.9,0,0,4e-04,0.475,32.8,NA,NA,NA,NA,NA,0.322017252105233,1.19340537959607,1.21895741087694,0.54762529446174,0.887038277350635,1.22282870640267,1.29109438885665,0.15065237311731,-0.287645920208966,0.360375771551274,0.00122761314750797,-0.621990335951075,-1.04828645063935,1079,100066
14071,2006,1,3.7,89,-175,11.1211,11.554,71.79,72.67,62.92,402.6,1.0793,0.58,0.9,0,0,3e-04,0.575,39.2,NA,NA,NA,NA,NA,NA,1.0475723331451,1.00889626272385,0.654882185502913,1.27262308635041,1.10416635441096,1.13804607438441,1.06145875654018,0.266222824709697,0.720411851916682,0.602781430300782,0.390102503533718,0.0400976970394229,1079,100067
14073,2006,1,3.7,89,-175,11.1211,11.554,39.68,41.22,39.68,723.4,0.7961,0,0.9,0,0,8e-04,0.725,38.4,NA,NA,NA,NA,NA,NA,NA,0.759203687935274,0.959666884446488,1.03990156514279,0.649183171797278,0.914937524763149,0.910711021342294,0.469470453850503,-0.210047940535869,-0.0774033799483327,-0.114268819232851,0.0109171810932267,1079,100433
14074,2006,1,3.7,89,-175,11.1211,11.554,45.61,46.96,36.52,432,0.8903,0.5886,0.9,0,0,6e-04,0.675,37.6,NA,NA,NA,NA,NA,NA,NA,0.0418852761489426,0.288902819545424,0.539950888546539,0.392052439135187,-0.280381958593974,-0.203976273783519,-1.02249464976036,-1.02582640813136,-0.888644041095105,-0.869910987465468,-0.939319185066033,1079,100448
14075,2006,1,3.7,89,-175,11.1211,11.554,45.21,46.57,44.82,535.1,0.6668,0.1905,0.9,0,0,6e-04,0.775,40,NA,NA,NA,NA,NA,NA,NA,0.569494374398063,1.01396412294693,1.03820123168069,1.08638409229232,0.413161570760256,-0.0729831014907063,0.142918767726657,0.394884283014207,0.186493789190084,0.35896975041695,0.10863821961019,1079,100331
14079,2006,1,3.7,89,-175,11.1211,11.554,71.75,72.6,-34.15,652.3,0.8783,0.0751,0.9,0,0,3e-04,0.4125,15.2,NA,NA,NA,NA,NA,1.7758492940268,1.99010857571441,1.67625847382861,1.00469936231018,0.852456503073883,0.28157628650589,-0.734650889664112,-1.0964591636988,-0.974482627673533,-1.14314161744822,-1.76717608227604,-1.69253461775127,NA,1079,100318
14080,2006,1,3.7,89,-175,11.1211,11.554,65.29,66.23,-1.37,760,0.8676,0.3897,0.9,0,0,3e-04,0.45,36,NA,NA,NA,NA,NA,2.16316965515787,2.13755830054802,1.3504312308851,0.49343514483251,-0.0950750329675909,-0.19038005054467,-0.786724760486536,-1.07645431768666,-0.884138410026862,-1.81622677209253,-1.6323636640421,-1.52841393465012,-1.09309466823471,1079,100319
14083,2006,1,3.7,89,-175,11.1211,11.554,53.77,54.91,-24.94,760,0.8705,0.4943,0.9,0,0,4e-04,0.4875,40,NA,NA,NA,NA,NA,0.414222245692653,0.740446866868712,0.705388959812126,0.0419250366564192,-0.00228774757855632,-0.154893494627629,-0.807948725022598,-1.1200153813169,-0.537557767078777,-1.41603577939957,-1.27070577527452,-1.05536998357062,-1.68836513047481,1079,100320
14084,2006,1,3.7,89,-175,11.1211,11.554,45.02,46.37,-42.94,403.9,3.559,0.6091,0.9,0,0,6e-04,0.4625,20,NA,NA,NA,NA,NA,1.51239972111203,1.05279644701682,0.742952070324895,0.356587299278406,-0.257200310648866,-1.06531211161076,-1.5773098369163,-0.768328942172602,-0.857101329442365,-1.40943889330699,-0.821052541833504,-1.89173015699425,-2.96258344193841,1079,100365
14085,2006,1,3.7,89,-175,11.1211,11.554,68.56,69.46,16.21,760,0.8689,0,0.9,0,0,3e-04,0.6375,36,NA,NA,NA,NA,NA,NA,0.66329511145517,0.797698059275943,0.802450972801788,0.684327597988982,-0.141791436728237,0.0882481883019146,0.326078299655009,-0.313525073478456,-0.059473383322155,0.68861096610253,0.782993036972968,0.201535197358229,1079,100080
14086,2006,1,3.7,89,-175,11.1211,11.554,33.73,35.51,-7.17,627.9,3.3448,0.6015,0.9,0,0,0.001,0.4,39.2,NA,NA,NA,NA,NA,1.29452696330147,1.4285611642595,1.92477286276894,1.32487404263542,1.50697790711833,0.351732540774713,-0.57566310736649,-0.332815140173709,-0.360095306332274,0.375108982645898,-0.605810211811157,-0.0508453368625332,-0.522385143071469,1079,100082
14087,2006,1,3.7,89,-175,11.1211,11.554,68.54,69.44,30.73,404.7,0.7256,0.1979,0.9,0,0,3e-04,0.5,40,NA,NA,NA,NA,NA,0.889231754929909,1.45606725387863,1.4190901030906,1.58018602986222,1.12338623217875,2.06226745597599,1.06291376237409,0.927258220548833,0.837712651754895,0.649383377225803,0.0291524776453453,0.389531046142924,0.448091200815474,1079,100136
14089,2006,1,3.7,89,-175,11.1211,11.554,47.63,48.92,26.29,760,0.8713,0,0.9,0,0,5e-04,0.85,40,NA,NA,NA,NA,NA,NA,NA,0.509271585942622,-0.276245993062606,0.147144210650538,-0.579266327517413,-0.278322629529386,-0.188222250822681,0.227707873740968,0.188086063546308,0.508894329107946,0.294814996387492,0.648065057147146,1079,100445
14090,2006,1,3.7,89,-175,11.1211,11.554,49.64,50.87,0.47,453.7,3.3194,0.5642,0.9,0,0,5e-04,0.4375,18.4,NA,NA,NA,NA,NA,1.88755960842748,1.96764580850922,2.01014424607018,1.28232612561437,0.159545384584098,-0.0606995247202455,-1.48997134356392,-0.567051968598378,-1.19083055946537,-1.00552499118593,-1.39434103296901,-1.5741166396527,NA,1079,100355
14118,2008,1,3.8,66,-178,4.9854,5.568,40.76,41.07,-18.42,646,1.5899,0.318,1,0,0,3e-04,0.7125,15.2,NA,NA,NA,NA,NA,NA,NA,0.150380249813789,0.374702334588321,-0.77872807234351,-1.07474794519493,-0.979922607081823,-1.10756258583833,-1.17391765798674,-1.72569050681682,-2.39508721737288,-2.72842133274026,NA,1081,100537
14129,2008,1,3.8,66,-178,4.9854,5.568,68.5,68.74,9.35,308,-999,-999,1,0,0,1e-04,0.4,17.6,NA,NA,NA,NA,NA,0.502972412819377,0.233973480848686,0.338088949907315,-0.386680702854562,0.421409989774265,-0.194275602939918,-0.456886912609603,-0.990881355541287,-0.469668270427588,-0.674254858046927,-1.26029071990331,-1.643351680562,NA,1081,100345
14132,2008,1,3.8,66,-178,4.9854,5.568,23.02,23.55,-11.91,274.7,2.1292,0.4993,1,0,0,8e-04,0.45,30.4,NA,NA,NA,NA,NA,0.880649280645439,0.698070437237751,0.614862029839481,0.365123701479648,-0.474178455046166,-1.02040112285777,-0.570633925919482,-1.43467947559863,-0.32844624976992,-1.47662270664663,-0.699039849344336,-1.38849726782472,-1.19136057239458,1081,100043
14133,2008,1,3.8,66,-178,4.9854,5.568,6.71,8.63,5.9,486,-999,-999,1,0,0,0.0035,0.3125,7.2,NA,NA,NA,NA,-0.695490527037695,-0.908682329444854,-1.16472689110888,-1.20298401867096,-0.79344379143309,-0.708989354024592,0.0453485102314986,0.563687854306116,1.43841277057247,1.49870828339043,0.558769606313826,NA,NA,NA,1081,100045
14134,2008,1,3.8,66,-178,4.9854,5.568,38.92,39.37,39.06,396.9,-999,-999,1,0,0,3e-04,0.225,27.2,NA,NA,NA,-1.36751277037377,-0.710304735623396,-0.641339594283966,-0.92510751067843,0.0294856249369637,0.423750763068588,0.475529275919861,0.133919884879244,0.877097945285529,-0.281701198294099,-0.504600593422929,-0.434893699141456,0.503974994214504,0.133800067007876,0.421809442315341,1081,100450
14135,2008,1,3.8,66,-178,4.9854,5.568,33.38,33.84,7.55,316.3,0.7217,0.1915,1,0,0,4e-04,1.1875,36,NA,NA,NA,NA,NA,NA,NA,NA,-1.22924677218088,-1.34302776662218,-1.2491861836813,-2.06963019440322,-1.59987739608822,-1.72623574703109,-1.72195827648706,-1.44376224269355,-1.29228778104772,-1.04050020786213,1081,100440
14136,2008,1,3.8,66,-178,4.9854,5.568,64.26,64.46,-14.76,477,0.7988,0,1,0,0,1e-04,0.7375,22.4,NA,NA,NA,NA,NA,NA,NA,0.116526227222769,-0.458897831233676,0.150526839095752,-0.402857434243197,-0.0342378956394107,-0.29420461775967,-0.258195955887645,-0.0457929012998157,-0.859238094711946,-0.747859596188492,-0.528015062143,1081,100064
14138,2008,1,3.8,66,-178,4.9854,5.568,35.87,36.22,-28.46,686.7,0.879,0,1,0,0,4e-04,0.625,25.6,NA,NA,NA,NA,NA,NA,-0.117828097711064,-0.0680191146451641,0.424748268808069,-0.147125301064227,0.0848796517536181,-0.509741329119723,-1.1427856811114,-0.608612937158444,-1.07493747411987,-1.36976168041455,-1.59238287058752,-1.92241885776679,1081,100125
14147,1999,1,3.81,87,-177,9.454,10.077,63.48,64.21,31.4,927,-999,0.011,0.9,0,0,4e-04,1.5,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32570131473453,-1.21550902601032,-0.462740456212725,-0.869834880329458,-0.450825104915106,-0.250980419878625,0.450172284017915,0.176765965692404,1.13959088601322,1082,100096
14148,1999,1,3.81,87,-177,9.454,10.077,27.71,29.3,17.16,481.1,0.32,0.32,0.9,0,0,0.0018,0.975,24.8,NA,NA,NA,NA,NA,NA,NA,-0.0202519390418985,-0.298270574776067,-0.366154768283714,0.0464035545251793,-0.0746429077415751,-0.585773073705292,-0.206211602171344,-0.617463241429368,-0.421057613211225,-0.907729969604604,-0.753985495399082,1082,100349
14149,1999,1,3.81,87,-177,9.454,10.077,15.23,17.96,13.1,392.7,2.1,0.32,0.9,0,0,0.0041,1.0375,33.6,NA,NA,NA,NA,NA,NA,NA,NA,-0.683927837405827,-0.399476961062254,-0.205699442090957,-0.648605616350649,-0.0919181224624968,-0.00828056454709802,0.575769663993752,1.52331154861515,0.287123784606736,1.12251185818666,1082,3051
14153,1999,1,3.81,87,-177,9.454,10.077,64.01,64.7,-17.43,396.3,5.08,0.58,0.9,0,0,5e-04,1.1625,33.6,NA,NA,NA,NA,NA,NA,NA,NA,0.357639462209386,0.0293091803089354,0.532260123278057,0.337420987472569,-0.286353110062542,0.0774809278111377,-0.308214495178946,-0.522706724591906,-0.05114045996927,0.286690263806337,1082,100176
14154,1999,1,3.81,87,-177,9.454,10.077,68.54,69.24,68.23,365,-999,-999,0.9,0,0,4e-04,2.625,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08239240907118,-0.170311134317922,-1.00120771035127,-1.260453729804,-0.929083016231312,-1.34285253847235,-1.09527120516718,1082,100118
14156,1999,1,3.81,87,-177,9.454,10.077,24.89,26.67,24.94,335.4,0.32,0.32,0.9,0,0,0.0021,0.8375,28,NA,NA,NA,NA,NA,NA,NA,-0.220045233563399,0.338304513427323,-0.0148634437866644,-0.143882955916329,0.127498364929828,-0.55358094955144,-0.172411989542276,0.569280573775247,0.181115941549434,-0.0570618227629147,0.251930906105301,1082,3067
14157,1999,1,3.81,87,-177,9.454,10.077,54.51,55.34,19.59,760,-999,-999,0.9,0,0,6e-04,0.8875,25.6,NA,NA,NA,NA,NA,NA,NA,-1.35595508949434,-1.19835465574415,-0.846630408957942,-0.500551119204706,-0.430457250006384,0.0494032875930088,0.00959202185839736,0.948063382669968,0.169698321533735,0.168241998680294,1.37720312766045,1082,100121
14158,1999,1,3.81,87,-177,9.454,10.077,23.35,25.19,0.78,414.8,3.14,0.42,0.9,0,0,0.0024,0.75,30.4,NA,NA,NA,NA,NA,NA,NA,0.232760640825919,0.125425880916017,-0.0433512131636178,0.509918112610023,0.92942798327176,0.696557649692872,0.71748807146067,0.724687258670807,0.248382811413725,0.365829601328974,0.512726779196317,1082,100460
